"ORDER_ID";"ORDER_DATE";"ORDER_CHANNEL";"CUSTOMER_NAME";"CUSTOMER_TYPE";"WAREHOUSE_CODE";"SHIP_TO_PROVINCE";"ITEM_ID";"ORDER_QTY_UOM";"ORDER_QTY_PCS";"UNIT_SELLING_PRICE_CAD";"UNIT_SELLING_PRICE_USD";"ORDER_STATUS";"SHIPMENT_ID";"OUTBOUND_CARRIER";"OUTBOUND_SERVICE_LEVEL";"ORDER_SHIP_DATE";"ORDER_DELIVERY_DATE";"SHIPPED_QTY_PCS";"OUTBOUND_TRACKING_NUMBER";"FREIGHT_COST_CAD";"FREIGHT_COST_USD";"ITEM_DESCRIPTION";"ITEM_CATEGORY";"ITEM_BRAND";"UNITS_PER_CARTON";"UNIT_NET_WEIGHT";"UNIT_CBM";"AVERAGE_ITEM_COST_CAD";"AVERAGE_ITEM_COST_USD";"COUNTRY_OF_ORIGIN"
"SO-2025-001201";"2025-06-01";"B2B";"Walmart Canada";"Retailer";"VAN";"SK";"COS-0006";"Carton";156;1.76;1.28;"Pending";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty SPF 15 Face Cream";"Face Cream";"Vistula Beauty";12;0.224;0.000717;1.38;1.01;"Poland"
"SO-2025-001202";"2025-08-26";"B2B";"Walmart Canada";"Retailer";"TOR";"ON";"COS-0007";"Carton";828;3.09;2.26;"Shipped";"OUT-001202";"TForce";"LTL";"2025-08-27";"2025-09-04";828;"TFO799843518";285.81;208.64;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";36;0.263;0.001075;2.57;1.88;"Poland"
"SO-2025-001203";"2025-07-04";"B2B";"Costco Canada";"Retailer";"VAN";"MB";"COS-0006";"Carton";180;1.49;1.09;"Shipped";"OUT-001203";"Day & Ross";"LTL";"2025-07-05";"2025-07-10";180;"DAY944552484";276.1;201.55;"Vistula Beauty SPF 15 Face Cream";"Face Cream";"Vistula Beauty";12;0.224;0.000717;1.38;1.01;"Poland"
"SO-2025-001204";"2025-06-03";"B2B";"Shoppers Drug Mart";"Retailer";"VAN";"BC";"COS-0006";"Carton";36;1.73;1.26;"Shipped";"OUT-001204";"Loomis";"LTL";"2025-06-06";"2025-06-14";36;"LOO147509502";194.0;141.62;"Vistula Beauty SPF 15 Face Cream";"Face Cream";"Vistula Beauty";12;0.224;0.000717;1.38;1.01;"Poland"
"SO-2025-001205";"2025-07-26";"B2B";"Shoppers Drug Mart";"Retailer";"VAN";"AB";"COS-0030";"Carton";144;10.74;7.84;"Pending";"";"";"";"";"";0;"";0.0;0.0;"NordGlow SPF 15 Face Cream";"Face Cream";"NordGlow";36;0.148;0.001157;5.27;3.85;"Poland"
"SO-2025-001206";"2025-06-08";"B2B";"Loblaws";"Retailer";"VAN";"BC";"COS-0018";"Carton";1656;5.45;3.98;"Shipped";"OUT-001206";"Day & Ross";"LTL";"2025-06-13";"2025-06-20";1656;"DAY593338381";412.75;301.31;"PureBaltic Rose Lip Balm";"Lip Balm";"PureBaltic";36;0.241;0.000277;2.64;1.93;"Poland"
"SO-2025-001207";"2025-08-27";"B2B";"Rexall";"Retailer";"TOR";"NB";"COS-0017";"Carton";1728;2.09;1.53;"Shipped";"OUT-001207";"Day & Ross";"LTL";"2025-08-31";"2025-09-02";1728;"DAY319001677";195.55;142.75;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-001208";"2025-06-05";"B2B";"Canadian Tire";"Retailer";"TOR";"NS";"COS-0020";"Carton";840;1.72;1.26;"Partially Shipped";"OUT-001208";"Manitoulin";"LTL";"2025-06-06";"2025-06-09";659;"MAN964969783";190.22;138.86;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-001209";"2025-06-30";"B2B";"Rexall";"Retailer";"VAN";"MB";"COS-0017";"Carton";324;2.26;1.65;"Shipped";"OUT-001209";"Loomis";"LTL";"2025-07-05";"2025-07-07";324;"LOO215608419";407.54;297.5;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-001210";"2025-07-23";"B2B";"Rexall";"Retailer";"VAN";"MB";"COS-0017";"Carton";1764;2.31;1.69;"Shipped";"OUT-001210";"TForce";"LTL";"2025-07-25";"2025-07-31";1764;"TFO977950000";441.18;322.06;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-001211";"2025-06-25";"B2B";"Sobeys";"Retailer";"VAN";"MB";"COS-0002";"Carton";270;6.43;4.69;"Shipped";"OUT-001211";"TForce";"LTL";"2025-06-30";"2025-07-04";270;"TFO234934319";278.16;203.06;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";6;0.177;0.000626;3.58;2.61;"Poland"
"SO-2025-001212";"2025-05-29";"B2B";"Sobeys";"Retailer";"VAN";"SK";"COS-0027";"Carton";1104;8.78;6.41;"Pending";"";"";"";"";"";0;"";0.0;0.0;"NordGlow Rose Lip Balm";"Lip Balm";"NordGlow";24;0.321;0.00093;5.65;4.12;"Poland"
"SO-2025-001213";"2025-05-30";"B2B";"Shoppers Drug Mart";"Retailer";"VAN";"SK";"COS-0020";"Carton";528;2.1;1.53;"Shipped";"OUT-001213";"Day & Ross";"LTL";"2025-06-01";"2025-06-07";528;"DAY596349429";122.8;89.64;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-001214";"2025-07-25";"B2B";"Canadian Tire";"Retailer";"TOR";"NS";"COS-0027";"Carton";120;8.23;6.01;"Shipped";"OUT-001214";"TForce";"LTL";"2025-07-28";"2025-08-05";120;"TFO525512779";304.41;222.22;"NordGlow Rose Lip Balm";"Lip Balm";"NordGlow";24;0.321;0.00093;5.65;4.12;"Poland"
"SO-2025-001215";"2025-08-06";"B2B";"Loblaws";"Retailer";"VAN";"MB";"COS-0005";"Carton";198;5.47;3.99;"Partially Shipped";"OUT-001215";"Manitoulin";"LTL";"2025-08-08";"2025-08-12";141;"MAN855842720";197.66;144.29;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";6;0.241;0.000505;4.52;3.3;"Poland"
"SO-2025-001216";"2025-08-08";"B2B";"Loblaws";"Retailer";"TOR";"QC";"COS-0023";"Carton";72;1.41;1.03;"Shipped";"OUT-001216";"TForce";"LTL";"2025-08-12";"2025-08-17";72;"TFO351447148";188.01;137.25;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";24;0.176;0.000203;1.43;1.04;"Poland"
"SO-2025-001217";"2025-08-09";"B2B";"Sobeys";"Retailer";"VAN";"AB";"COS-0005";"Carton";12;5.13;3.74;"Shipped";"OUT-001217";"TForce";"LTL";"2025-08-14";"2025-08-21";12;"TFO970508558";212.89;155.41;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";6;0.241;0.000505;4.52;3.3;"Poland"
"SO-2025-001218";"2025-08-27";"B2B";"Canadian Tire";"Retailer";"VAN";"SK";"COS-0017";"Carton";504;2.14;1.56;"Partially Shipped";"OUT-001218";"Day & Ross";"LTL";"2025-08-28";"2025-08-30";441;"DAY951080401";220.77;161.16;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-001219";"2025-07-22";"B2B";"London Drugs";"Retailer";"TOR";"NB";"COS-0029";"Carton";840;6.92;5.05;"Shipped";"OUT-001219";"TForce";"LTL";"2025-07-26";"2025-07-28";840;"TFO771601062";280.6;204.84;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";24;0.23;0.001155;4.96;3.62;"Poland"
"SO-2025-001220";"2025-07-15";"B2B";"Shoppers Drug Mart";"Retailer";"TOR";"ON";"COS-0004";"Carton";210;8.94;6.53;"Shipped";"OUT-001220";"Manitoulin";"LTL";"2025-07-17";"2025-07-19";210;"MAN738743314";243.89;178.04;"ArcticAura Vitamin C Face Cream";"Face Cream";"ArcticAura";6;0.242;0.000252;5.11;3.73;"Poland"
"SO-2025-001221";"2025-07-10";"B2B";"Canadian Tire";"Retailer";"VAN";"AB";"COS-0002";"Carton";72;6.5;4.74;"Shipped";"OUT-001221";"Manitoulin";"LTL";"2025-07-15";"2025-07-22";72;"MAN400256595";137.59;100.44;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";6;0.177;0.000626;3.58;2.61;"Poland"
"SO-2025-001222";"2025-05-31";"B2B";"Costco Canada";"Retailer";"TOR";"NS";"COS-0006";"Carton";192;1.32;0.96;"Pending";"";"";"";"";"";0;"";0.0;0.0;"Vistula Beauty SPF 15 Face Cream";"Face Cream";"Vistula Beauty";12;0.224;0.000717;1.38;1.01;"Poland"
"SO-2025-001223";"2025-06-02";"B2B";"Shoppers Drug Mart";"Retailer";"VAN";"MB";"COS-0016";"Carton";156;7.26;5.3;"Shipped";"OUT-001223";"Loomis";"LTL";"2025-06-07";"2025-06-09";156;"LOO724793622";273.93;199.97;"NordGlow SPF 30 Face Wash";"Face Wash";"NordGlow";6;0.041;0.000846;4.87;3.56;"Poland"
"SO-2025-001224";"2025-07-17";"B2B";"Walmart Canada";"Retailer";"TOR";"NB";"COS-0014";"Carton";132;10.21;7.45;"Shipped";"OUT-001224";"Day & Ross";"LTL";"2025-07-21";"2025-07-25";132;"DAY903395090";226.39;165.26;"LumiCare Mint Lip Balm";"Lip Balm";"LumiCare";6;0.285;0.000549;5.21;3.8;"Poland"
"SO-2025-001225";"2025-06-30";"B2B";"Shoppers Drug Mart";"Retailer";"TOR";"NB";"COS-0015";"Carton";252;5.16;3.77;"Shipped";"OUT-001225";"TForce";"LTL";"2025-07-05";"2025-07-09";252;"TFO255821947";448.7;327.55;"ArcticAura SPF 15 Face Wash";"Face Wash";"ArcticAura";12;0.161;0.000618;3.21;2.34;"Poland"
"SO-2025-001226";"2025-07-26";"B2B";"Rexall";"Retailer";"TOR";"QC";"COS-0012";"Carton";432;5.05;3.69;"Shipped";"OUT-001226";"Manitoulin";"LTL";"2025-07-29";"2025-08-02";432;"MAN250704452";91.95;67.12;"ArcticAura Rose Lip Balm";"Lip Balm";"ArcticAura";36;0.125;0.000891;3.2;2.34;"Poland"
"SO-2025-001227";"2025-07-15";"B2B";"Costco Canada";"Retailer";"TOR";"QC";"COS-0016";"Carton";174;6.72;4.91;"Shipped";"OUT-001227";"Manitoulin";"LTL";"2025-07-17";"2025-07-24";174;"MAN989588682";182.54;133.25;"NordGlow SPF 30 Face Wash";"Face Wash";"NordGlow";6;0.041;0.000846;4.87;3.56;"Poland"
"SO-2025-001228";"2025-08-10";"B2B";"Sobeys";"Retailer";"VAN";"AB";"COS-0030";"Carton";864;10.11;7.38;"Shipped";"OUT-001228";"Loomis";"LTL";"2025-08-11";"2025-08-14";864;"LOO666305873";209.95;153.26;"NordGlow SPF 15 Face Cream";"Face Cream";"NordGlow";36;0.148;0.001157;5.27;3.85;"Poland"
"SO-2025-001229";"2025-08-19";"B2B";"Sobeys";"Retailer";"VAN";"SK";"COS-0013";"Carton";540;2.39;1.74;"Shipped";"OUT-001229";"Day & Ross";"LTL";"2025-08-23";"2025-08-27";540;"DAY707314313";350.74;256.04;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-001230";"2025-06-27";"B2B";"Shoppers Drug Mart";"Retailer";"TOR";"NB";"COS-0024";"Carton";102;2.09;1.53;"Partially Shipped";"OUT-001230";"TForce";"LTL";"2025-07-01";"2025-07-03";78;"TFO761711826";337.38;246.29;"NordGlow Vanilla Lip Balm";"Lip Balm";"NordGlow";6;0.257;0.000792;1.31;0.96;"Poland"
"SO-2025-001231";"2025-08-03";"B2B";"London Drugs";"Retailer";"TOR";"NS";"COS-0005";"Carton";246;6.38;4.66;"Partially Shipped";"OUT-001231";"TForce";"LTL";"2025-08-04";"2025-08-11";196;"TFO125960110";116.68;85.18;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";6;0.241;0.000505;4.52;3.3;"Poland"
"SO-2025-001232";"2025-08-24";"B2B";"Sobeys";"Retailer";"TOR";"NB";"COS-0002";"Carton";132;7.27;5.31;"Pending";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";6;0.177;0.000626;3.58;2.61;"Poland"
"SO-2025-001233";"2025-08-18";"B2B";"Rexall";"Retailer";"VAN";"AB";"COS-0019";"Carton";72;1.77;1.29;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Hydrating Face Cream";"Face Cream";"LumiCare";36;0.097;0.001069;1.36;0.99;"Poland"
"SO-2025-001234";"2025-06-23";"B2B";"Loblaws";"Retailer";"VAN";"AB";"COS-0015";"Carton";96;5.33;3.89;"Shipped";"OUT-001234";"Day & Ross";"LTL";"2025-06-24";"2025-06-27";96;"DAY430071477";261.65;191.0;"ArcticAura SPF 15 Face Wash";"Face Wash";"ArcticAura";12;0.161;0.000618;3.21;2.34;"Poland"
"SO-2025-001235";"2025-07-03";"B2B";"Sobeys";"Retailer";"VAN";"AB";"COS-0022";"Carton";276;3.15;2.3;"Shipped";"OUT-001235";"TForce";"LTL";"2025-07-06";"2025-07-09";276;"TFO233514922";449.72;328.3;"ArcticAura Sensitive Skin Face Wash";"Face Wash";"ArcticAura";12;0.26;0.00069;1.63;1.19;"Poland"
"SO-2025-001236";"2025-06-03";"B2B";"London Drugs";"Retailer";"VAN";"BC";"COS-0006";"Carton";552;1.74;1.27;"Shipped";"OUT-001236";"Loomis";"LTL";"2025-06-04";"2025-06-07";552;"LOO582534585";177.2;129.36;"Vistula Beauty SPF 15 Face Cream";"Face Cream";"Vistula Beauty";12;0.224;0.000717;1.38;1.01;"Poland"
"SO-2025-001237";"2025-06-21";"B2B";"Sobeys";"Retailer";"TOR";"NB";"COS-0020";"Carton";288;2.18;1.59;"Shipped";"OUT-001237";"TForce";"LTL";"2025-06-25";"2025-07-02";288;"TFO373443805";285.05;208.09;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-001238";"2025-07-22";"B2B";"Loblaws";"Retailer";"TOR";"ON";"COS-0014";"Carton";300;7.93;5.79;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Mint Lip Balm";"Lip Balm";"LumiCare";6;0.285;0.000549;5.21;3.8;"Poland"
"SO-2025-001239";"2025-06-24";"B2B";"Sobeys";"Retailer";"TOR";"NB";"COS-0020";"Carton";312;1.76;1.28;"Shipped";"OUT-001239";"Loomis";"LTL";"2025-06-25";"2025-07-02";312;"LOO252992679";417.24;304.59;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-001240";"2025-06-15";"B2B";"Canadian Tire";"Retailer";"VAN";"SK";"COS-0028";"Carton";816;7.46;5.45;"Pending";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Sensitive Skin Face Cream";"Face Cream";"PureBaltic";24;0.055;0.00059;4.77;3.48;"Poland"
"SO-2025-001241";"2025-07-06";"B2B";"Sobeys";"Retailer";"TOR";"ON";"COS-0029";"Carton";504;6.5;4.74;"Partially Shipped";"OUT-001241";"Manitoulin";"LTL";"2025-07-08";"2025-07-14";442;"MAN461807196";441.71;322.45;"LumiCare Hyaluronic Face Wash";"Face Wash";"LumiCare";24;0.23;0.001155;4.96;3.62;"Poland"
"SO-2025-001242";"2025-06-16";"B2B";"Walmart Canada";"Retailer";"VAN";"BC";"COS-0021";"Carton";612;1.85;1.35;"Shipped";"OUT-001242";"TForce";"LTL";"2025-06-18";"2025-06-22";612;"TFO415744603";116.9;85.34;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";36;0.283;0.00055;1.72;1.26;"Poland"
"SO-2025-001243";"2025-06-30";"B2B";"Loblaws";"Retailer";"VAN";"AB";"COS-0001";"Carton";396;2.89;2.11;"Shipped";"OUT-001243";"Day & Ross";"LTL";"2025-07-04";"2025-07-10";396;"DAY647647550";227.44;166.03;"LumiCare Citrus Lip Balm";"Lip Balm";"LumiCare";12;0.092;0.000196;1.86;1.36;"Poland"
"SO-2025-001244";"2025-08-24";"B2B";"London Drugs";"Retailer";"TOR";"QC";"COS-0011";"Carton";432;3.6;2.63;"Shipped";"OUT-001244";"Manitoulin";"LTL";"2025-08-28";"2025-09-04";432;"MAN578063592";189.0;137.97;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-001245";"2025-06-04";"B2B";"Loblaws";"Retailer";"TOR";"NB";"COS-0008";"Carton";492;5.95;4.34;"Shipped";"OUT-001245";"TForce";"LTL";"2025-06-09";"2025-06-12";492;"TFO678464668";392.2;286.31;"ArcticAura SPF 15 Face Cream";"Face Cream";"ArcticAura";12;0.275;0.000252;4.51;3.29;"Poland"
"SO-2025-001246";"2025-08-17";"B2B";"Shoppers Drug Mart";"Retailer";"TOR";"QC";"COS-0014";"Carton";264;9.72;7.1;"Shipped";"OUT-001246";"Loomis";"LTL";"2025-08-20";"2025-08-23";264;"LOO756250056";314.94;229.91;"LumiCare Mint Lip Balm";"Lip Balm";"LumiCare";6;0.285;0.000549;5.21;3.8;"Poland"
"SO-2025-001247";"2025-07-25";"B2B";"Loblaws";"Retailer";"VAN";"MB";"COS-0015";"Carton";276;4.52;3.3;"Shipped";"OUT-001247";"TForce";"LTL";"2025-07-27";"2025-08-04";276;"TFO464497331";225.26;164.44;"ArcticAura SPF 15 Face Wash";"Face Wash";"ArcticAura";12;0.161;0.000618;3.21;2.34;"Poland"
"SO-2025-001248";"2025-07-30";"B2B";"London Drugs";"Retailer";"TOR";"NS";"COS-0026";"Carton";576;5.58;4.07;"Shipped";"OUT-001248";"Day & Ross";"LTL";"2025-08-04";"2025-08-08";576;"DAY494759458";256.48;187.23;"Vistula Beauty SPF 15 Face Wash";"Face Wash";"Vistula Beauty";12;0.134;0.000553;3.7;2.7;"Poland"
"SO-2025-001249";"2025-07-25";"B2B";"Sobeys";"Retailer";"TOR";"NB";"COS-0020";"Carton";288;2.21;1.61;"Shipped";"OUT-001249";"Loomis";"LTL";"2025-07-28";"2025-08-03";288;"LOO235383873";422.19;308.2;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-001250";"2025-06-16";"B2B";"Rexall";"Retailer";"TOR";"QC";"COS-0017";"Carton";864;2.01;1.47;"Shipped";"OUT-001250";"TForce";"LTL";"2025-06-21";"2025-06-24";864;"TFO308953599";321.38;234.61;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-001251";"2025-08-13";"B2B";"Walmart Canada";"Retailer";"VAN";"BC";"COS-0021";"Carton";72;1.64;1.2;"Shipped";"OUT-001251";"TForce";"LTL";"2025-08-18";"2025-08-23";72;"TFO979688260";393.81;287.48;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";36;0.283;0.00055;1.72;1.26;"Poland"
"SO-2025-001252";"2025-07-28";"B2B";"Walmart Canada";"Retailer";"TOR";"QC";"COS-0018";"Carton";720;5.7;4.16;"Pending";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Rose Lip Balm";"Lip Balm";"PureBaltic";36;0.241;0.000277;2.64;1.93;"Poland"
"SO-2025-001253";"2025-06-02";"B2B";"Shoppers Drug Mart";"Retailer";"TOR";"NB";"COS-0018";"Carton";180;5.11;3.73;"Shipped";"OUT-001253";"TForce";"LTL";"2025-06-05";"2025-06-09";180;"TFO410892816";445.58;325.27;"PureBaltic Rose Lip Balm";"Lip Balm";"PureBaltic";36;0.241;0.000277;2.64;1.93;"Poland"
"SO-2025-001254";"2025-06-26";"B2B";"Sobeys";"Retailer";"TOR";"ON";"COS-0021";"Carton";216;1.87;1.37;"Pending";"";"";"";"";"";0;"";0.0;0.0;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";36;0.283;0.00055;1.72;1.26;"Poland"
"SO-2025-001255";"2025-05-30";"B2B";"Shoppers Drug Mart";"Retailer";"VAN";"MB";"COS-0001";"Carton";84;3.06;2.23;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Citrus Lip Balm";"Lip Balm";"LumiCare";12;0.092;0.000196;1.86;1.36;"Poland"
"SO-2025-001256";"2025-06-18";"B2B";"Costco Canada";"Retailer";"TOR";"QC";"COS-0019";"Carton";864;1.74;1.27;"Partially Shipped";"OUT-001256";"TForce";"LTL";"2025-06-22";"2025-06-27";527;"TFO551682686";183.87;134.23;"LumiCare Hydrating Face Cream";"Face Cream";"LumiCare";36;0.097;0.001069;1.36;0.99;"Poland"
"SO-2025-001257";"2025-07-22";"B2B";"Shoppers Drug Mart";"Retailer";"TOR";"ON";"COS-0007";"Carton";1188;3.72;2.72;"Partially Shipped";"OUT-001257";"Loomis";"LTL";"2025-07-27";"2025-07-31";1052;"LOO600444834";252.77;184.52;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";36;0.263;0.001075;2.57;1.88;"Poland"
"SO-2025-001258";"2025-07-16";"B2B";"Costco Canada";"Retailer";"VAN";"BC";"COS-0013";"Carton";588;2.37;1.73;"Shipped";"OUT-001258";"Loomis";"LTL";"2025-07-20";"2025-07-23";588;"LOO203569060";394.43;287.93;"ArcticAura Hydrating Face Wash";"Face Wash";"ArcticAura";12;0.328;0.001045;1.32;0.96;"Poland"
"SO-2025-001259";"2025-05-29";"B2B";"Canadian Tire";"Retailer";"TOR";"QC";"COS-0025";"Carton";252;4.85;3.54;"Shipped";"OUT-001259";"TForce";"LTL";"2025-05-31";"2025-06-07";252;"TFO384966324";165.32;120.68;"ArcticAura Hyaluronic Face Cream";"Face Cream";"ArcticAura";6;0.343;0.000936;4.08;2.98;"Poland"
"SO-2025-001260";"2025-06-28";"B2B";"Canadian Tire";"Retailer";"VAN";"MB";"COS-0030";"Carton";72;10.58;7.72;"Shipped";"OUT-001260";"Loomis";"LTL";"2025-06-29";"2025-07-02";72;"LOO772271394";360.82;263.4;"NordGlow SPF 15 Face Cream";"Face Cream";"NordGlow";36;0.148;0.001157;5.27;3.85;"Poland"
"SO-2025-001261";"2025-07-28";"B2B";"Canadian Tire";"Retailer";"TOR";"QC";"COS-0011";"Carton";192;3.82;2.79;"Shipped";"OUT-001261";"Day & Ross";"LTL";"2025-07-30";"2025-08-02";192;"DAY532100787";113.94;83.18;"PureBaltic SPF 30 Face Wash";"Face Wash";"PureBaltic";12;0.321;0.00046;2.25;1.64;"Poland"
"SO-2025-001262";"2025-08-05";"B2B";"Canadian Tire";"Retailer";"TOR";"ON";"COS-0018";"Carton";396;5.8;4.23;"Shipped";"OUT-001262";"Manitoulin";"LTL";"2025-08-09";"2025-08-11";396;"MAN392560119";231.57;169.05;"PureBaltic Rose Lip Balm";"Lip Balm";"PureBaltic";36;0.241;0.000277;2.64;1.93;"Poland"
"SO-2025-001263";"2025-07-29";"B2B";"Loblaws";"Retailer";"TOR";"NB";"COS-0023";"Carton";816;1.79;1.31;"Shipped";"OUT-001263";"Day & Ross";"LTL";"2025-08-01";"2025-08-07";816;"DAY984470291";419.68;306.37;"Vistula Beauty Vitamin C Face Cream";"Face Cream";"Vistula Beauty";24;0.176;0.000203;1.43;1.04;"Poland"
"SO-2025-001264";"2025-07-06";"B2B";"Walmart Canada";"Retailer";"TOR";"NS";"COS-0020";"Carton";648;2.2;1.61;"Partially Shipped";"OUT-001264";"Manitoulin";"LTL";"2025-07-07";"2025-07-11";557;"MAN981762194";256.58;187.3;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-001265";"2025-06-27";"B2B";"Canadian Tire";"Retailer";"TOR";"QC";"COS-0017";"Carton";504;1.82;1.33;"Shipped";"OUT-001265";"Day & Ross";"LTL";"2025-06-30";"2025-07-03";504;"DAY209664764";210.35;153.56;"LumiCare SPF 15 Face Wash";"Face Wash";"LumiCare";36;0.257;0.001179;1.5;1.1;"Poland"
"SO-2025-001266";"2025-08-01";"B2B";"Sobeys";"Retailer";"VAN";"AB";"COS-0006";"Carton";96;1.46;1.07;"Shipped";"OUT-001266";"Loomis";"LTL";"2025-08-06";"2025-08-13";96;"LOO455554126";338.97;247.45;"Vistula Beauty SPF 15 Face Cream";"Face Cream";"Vistula Beauty";12;0.224;0.000717;1.38;1.01;"Poland"
"SO-2025-001267";"2025-07-07";"B2B";"Canadian Tire";"Retailer";"TOR";"NB";"COS-0020";"Carton";24;1.73;1.26;"Shipped";"OUT-001267";"Manitoulin";"LTL";"2025-07-10";"2025-07-12";24;"MAN338070381";133.5;97.46;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";24;0.34;0.000614;1.6;1.17;"Poland"
"SO-2025-001268";"2025-07-27";"B2B";"Costco Canada";"Retailer";"TOR";"NB";"COS-0007";"Carton";1656;4.35;3.18;"Partially Shipped";"OUT-001268";"Day & Ross";"LTL";"2025-08-01";"2025-08-05";1315;"DAY956633770";340.71;248.72;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";36;0.263;0.001075;2.57;1.88;"Poland"
"SO-2025-001269";"2025-06-06";"B2B";"Sobeys";"Retailer";"TOR";"ON";"COS-0019";"Carton";1548;1.54;1.12;"Pending";"";"";"";"";"";0;"";0.0;0.0;"LumiCare Hydrating Face Cream";"Face Cream";"LumiCare";36;0.097;0.001069;1.36;0.99;"Poland"
"SO-2025-001270";"2025-08-02";"B2B";"Loblaws";"Retailer";"TOR";"QC";"COS-0007";"Carton";180;3.08;2.25;"Shipped";"OUT-001270";"Loomis";"LTL";"2025-08-06";"2025-08-08";180;"LOO178877761";411.54;300.42;"PureBaltic SPF 15 Face Wash";"Face Wash";"PureBaltic";36;0.263;0.001075;2.57;1.88;"Poland"
"SO-2025-001271";"2025-07-30";"B2B";"Canadian Tire";"Retailer";"TOR";"ON";"COS-0021";"Carton";288;1.85;1.35;"Shipped";"OUT-001271";"TForce";"LTL";"2025-08-04";"2025-08-09";288;"TFO837433848";424.86;310.15;"PureBaltic Vitamin C Face Wash";"Face Wash";"PureBaltic";36;0.283;0.00055;1.72;1.26;"Poland"
"SO-2025-001272";"2025-08-24";"B2B";"Shoppers Drug Mart";"Retailer";"VAN";"BC";"COS-0015";"Carton";564;4.52;3.3;"Shipped";"OUT-001272";"TForce";"LTL";"2025-08-26";"2025-08-31";564;"TFO172988219";189.65;138.44;"ArcticAura SPF 15 Face Wash";"Face Wash";"ArcticAura";12;0.161;0.000618;3.21;2.34;"Poland"
"SO-2025-001273";"2025-06-30";"B2B";"Rexall";"Retailer";"TOR";"NB";"COS-0015";"Carton";336;5.49;4.01;"Shipped";"OUT-001273";"Manitoulin";"LTL";"2025-07-03";"2025-07-11";336;"MAN876371127";236.54;172.67;"ArcticAura SPF 15 Face Wash";"Face Wash";"ArcticAura";12;0.161;0.000618;3.21;2.34;"Poland"
"SO-2025-001274";"2025-06-06";"B2B";"Loblaws";"Retailer";"TOR";"NB";"COS-0006";"Carton";84;1.48;1.08;"Shipped";"OUT-001274";"Day & Ross";"LTL";"2025-06-11";"2025-06-13";84;"DAY916570962";136.34;99.53;"Vistula Beauty SPF 15 Face Cream";"Face Cream";"Vistula Beauty";12;0.224;0.000717;1.38;1.01;"Poland"
